bs_id,latitude,longitude,workload,observed_slots,mean_sms-in,mean_sms-out,mean_call-in,mean_call-out,mean_internet
MI_B570,45.40526631,9.12861353,277.7103977859,8784,11.5486108455,7.2858680106,8.5691126220,10.3140007743,277.7103977859
MI_B571,45.40525938,9.13461931,158.8503507332,8784,5.1874956961,2.8202909032,3.5433487178,5.3277218156,158.8503507332
MI_B572,45.40525213,9.14062509,192.4367102497,8784,7.2312809656,3.8759028841,4.7728329703,7.1963166374,192.4367102497
MI_B573,45.40524463,9.14663087,419.1246888620,8784,23.8616557444,11.8749341487,15.7423278192,21.7188078838,419.1246888620
MI_B574,45.40523673,9.15263664,311.5175242535,8784,24.5716067707,9.0169949635,18.1481715971,22.9149261917,311.5175242535
MI_B575,45.40522855,9.15864241,151.6024686556,8742,9.4400503285,3.8506792118,6.5571727305,9.2364461314,151.6024686556
MI_B576,45.40522006,9.16464819,98.1453624551,8784,5.2888917922,2.4285873396,3.4225638586,5.2768431876,98.1453624551
MI_B577,45.40521125,9.17065395,137.5058270802,8784,10.4093166241,4.0442021682,6.9578553895,8.4026234683,137.5058270802
MI_B578,45.40520209,9.17665971,117.9189856855,8784,9.5464272517,3.5567032845,6.1514444867,7.3258879949,117.9189856855
MI_B579,45.40519266,9.18266548,22.4587464148,8784,2.0023000136,1.1251976517,1.3022551598,1.4038726138,22.4587464148
MI_B580,45.40518289,9.18867123,19.3555186608,8784,1.5988670668,0.9719703835,1.0453645449,1.1018904144,19.3555186608
MI_B581,45.40517280,9.19467699,52.5949852672,8784,4.1812906106,1.7960100907,2.9007010998,3.2195648573,52.5949852672
MI_B582,45.40516242,9.20068274,74.1939372949,8784,5.1626895183,2.1060207324,3.5959726068,4.0209871396,74.1939372949
MI_B583,45.40515172,9.20668849,211.9541401221,8784,26.3462826026,13.0867456225,17.3027991051,13.4524920299,211.9541401221
MI_B584,45.40514067,9.21269423,34.9854083179,8784,2.1553472449,0.8473260026,1.2595813881,1.4355854115,34.9854083179
MI_B585,45.40512934,9.21869998,30.7180059137,8784,1.8067119692,0.8001674792,1.0351346085,1.0624875800,30.7180059137
MI_B586,45.40511771,9.22470572,67.5840828423,8784,3.3212447188,1.6911318151,1.8944397864,1.8938609916,67.5840828423
MI_B587,45.40510573,9.23071145,94.3372462508,8784,4.4024315686,2.3303073921,2.4925568130,2.4841138547,94.3372462508
MI_B588,45.40509341,9.23671717,41.7934761195,8784,2.0197544138,1.0637119689,1.1954975072,1.2932750350,41.7934761195
MI_B589,45.40508083,9.24272291,40.2950104258,8784,2.9218518901,1.6310742066,2.1474215050,2.4572794875,40.2950104258
MI_B590,45.40506792,9.24872863,42.3533209820,8784,3.3545229524,1.8111244593,2.5616258279,2.8828244143,42.3533209820
MI_B591,45.40505465,9.25473434,85.1005893199,8784,6.6045220654,2.6771821729,5.6465784033,6.5553157881,85.1005893199
MI_B592,45.40504109,9.26074005,172.3442144377,8784,13.3809152055,5.8816618935,10.2907442419,11.3976929176,172.3442144377
MI_B593,45.40502726,9.26674577,232.3245551648,8784,16.7154239014,8.2466911480,11.6802064407,12.5250004204,232.3245551648
MI_B594,45.40501306,9.27275147,170.8731710467,8784,12.5258956375,6.5794293231,7.8973366894,8.5878228647,170.8731710467
MI_B595,45.40499857,9.27875718,222.4645327612,8784,15.0046567808,7.8083602521,9.2998831147,10.4331666067,222.4645327612
MI_B596,45.40498377,9.28476287,210.9913851866,8784,12.7852698346,6.3675027960,7.5746734597,8.4610804456,210.9913851866
MI_B597,45.40496861,9.29076856,112.2684868776,8784,6.8827603799,3.1803009612,3.9235532735,4.1203272108,112.2684868776
MI_B598,45.40495319,9.29677425,102.1679807949,8784,6.3276578131,2.9170403485,3.8184525972,3.9711403842,102.1679807949
MI_B599,45.40493741,9.30277993,71.1288499269,8784,4.9783499819,2.2262399813,3.0145026894,3.1697829181,71.1288499269
MI_B600,45.40492135,9.30878561,13.3815531571,8784,2.4119180344,0.9208640901,1.4879125687,1.6462559412,13.3815531571
MI_B601,45.40956842,9.01450447,9.9595784898,8784,0.5349642657,0.2520082559,0.3724236537,0.4018202927,9.9595784898
MI_B602,45.40956742,9.02051071,36.9608868408,8784,1.8915395827,1.0287539391,1.2163544757,1.2532608046,36.9608868408
MI_B603,45.40956626,9.02651698,66.0953581206,8784,3.4842069680,1.9315449066,2.2171736372,2.2881092886,66.0953581206
MI_B604,45.40956468,9.03252322,62.7072114423,8784,3.5176856845,2.0084132954,2.2703186277,2.3540224993,62.7072114423
MI_B605,45.40956282,9.03852948,52.9382516224,8784,3.4709420913,2.5368667041,2.3344347917,2.4574986816,52.9382516224
MI_B606,45.40956063,9.04453573,51.2201367883,8784,3.4545252370,2.9779527790,2.3675489393,2.4849754517,51.2201367883
MI_B607,45.40955816,9.05054198,43.5216648828,8784,2.8956783313,2.6840616451,2.1363977251,2.1885657999,43.5216648828
MI_B608,45.40955535,9.05654824,44.2919607247,8784,3.0438550391,2.8069919779,2.2878879638,2.3215317331,44.2919607247
MI_B609,45.40955218,9.06255448,47.3020061867,8784,3.2751340549,2.8541817403,2.4578557823,2.4794812560,47.3020061867
MI_B610,45.40954876,9.06856073,72.0405073166,8784,4.8090572619,2.6641384505,3.6237031992,3.5377071192,72.0405073166
MI_B611,45.40954498,9.07456697,67.3858629304,8784,4.5910238101,2.4389105862,3.5387094789,3.5295317737,67.3858629304
MI_B612,45.40954090,9.08057322,59.1326659435,8784,4.8170523968,2.2425578311,3.9202869586,4.4312535080,59.1326659435
MI_B613,45.40953649,9.08657946,45.6223601725,8784,4.1221017659,1.9515824132,3.1676994288,3.5362116019,45.6223601725
MI_B614,45.40953179,9.09258571,15.1625439613,8784,2.2710694730,1.2226041044,1.3849429383,1.4313252430,15.1625439613
MI_B615,45.40952676,9.09859195,68.5856260869,8784,5.5001728575,2.6532481138,3.6395197779,3.6155851825,68.5856260869
MI_B616,45.40952146,9.10459819,96.7426099880,8784,5.9732823463,3.3984071475,3.8857787073,4.2453981100,96.7426099880
MI_B617,45.40951577,9.11060443,85.2685586945,8784,4.9772945877,2.7236064167,4.2418849934,4.3262308462,85.2685586945
MI_B618,45.40950980,9.11661066,124.7786176711,8784,7.6182878528,4.8723417799,6.0467214977,7.2608250530,124.7786176711
MI_B619,45.40950350,9.12261690,299.8168281724,8784,15.8708365080,11.1337524400,11.4957079828,14.4741923600,299.8168281724
MI_B620,45.40949690,9.12862313,259.9613285476,8784,11.8776760158,7.8562001715,8.6912113777,10.9797686123,259.9613285476
MI_B621,45.40949000,9.13462936,184.6565774584,8784,6.2257823553,3.3931252322,4.4261219863,6.1141395760,184.6565774584
MI_B622,45.40948275,9.14063559,143.2389234946,8784,4.7699002766,2.5687677847,3.3745675285,4.7959883110,143.2389234946
MI_B623,45.40947519,9.14664181,118.8054594337,8784,4.1120466876,2.1715516167,3.1069161759,4.2867440162,118.8054594337
MI_B624,45.40946732,9.15264804,104.6708707848,8784,4.9632923110,2.2282349156,3.8555338798,5.2226781691,104.6708707848
MI_B625,45.40945914,9.15865426,78.1777036657,8784,3.4190743591,1.6596292401,2.4404969732,3.5647764716,78.1777036657
MI_B626,45.40945064,9.16466048,93.8154534328,8742,4.6805051471,2.2608719840,2.9565500779,4.1809898692,93.8154534328
MI_B627,45.40944179,9.17066668,194.3091883841,8784,14.3610951425,5.9369659854,9.6837742176,11.1552975000,194.3091883841
MI_B628,45.40943266,9.17667290,124.6537431861,8784,9.7071441485,4.0680305392,6.3509783182,7.0596123404,124.6537431861
MI_B629,45.40942326,9.18267912,19.6154963908,8784,1.7038833814,1.0811617434,1.1224869452,1.1710444286,19.6154963908
MI_B630,45.40941345,9.18868531,18.9574488712,8784,1.5529450832,0.9567241770,1.0108102740,1.0627419919,18.9574488712
MI_B631,45.40940340,9.19469152,37.5583295944,8784,3.3098830907,1.8078737801,2.2221397204,2.4343713411,37.5583295944
MI_B632,45.40939300,9.20069772,88.1439092153,8784,6.1069815091,2.9078964683,4.1848328576,4.5318488561,88.1439092153
MI_B633,45.40938234,9.20670393,105.3155173196,8784,6.8569780084,3.2630744919,4.6558227650,4.9054496452,105.3155173196
MI_B634,45.40937125,9.21271011,44.2758161419,8784,2.5090643958,1.1821913573,1.4809122475,1.5710405234,44.2758161419
MI_B635,45.40935994,9.21871631,29.9894643060,8784,1.7881464495,0.8725064302,1.0053149830,1.0588244574,29.9894643060
MI_B636,45.40934826,9.22472249,39.6723232035,8784,2.7286254858,1.1871335380,1.5675558407,1.6618030432,39.6723232035
MI_B637,45.40933629,9.23072867,28.8367972718,8784,1.6350312604,0.8287432637,0.9211199542,0.9735632294,28.8367972718
MI_B638,45.40932398,9.23673485,17.7345656073,8784,1.1473513840,0.5715786358,0.6433900174,0.7090653381,17.7345656073
MI_B639,45.40931138,9.24274102,34.1396780088,8784,2.3884976141,1.2048996752,1.6458423842,1.8055839187,34.1396780088
MI_B640,45.40929845,9.24874719,69.6423006088,8784,6.3738959426,3.0669132689,4.7587120901,4.9397225023,69.6423006088
MI_B641,45.40928525,9.25475336,144.1176607506,8784,11.0573832541,4.3797234739,7.7725781481,8.8036232760,144.1176607506
MI_B642,45.40927167,9.26075952,211.9879307879,8784,16.7911570641,8.2894346085,12.0818436649,13.1627563676,211.9879307879
MI_B643,45.40925779,9.26676568,305.0080914667,8784,21.9837676670,11.3882151087,15.1207312388,16.2632499620,305.0080914667
MI_B644,45.40924364,9.27277184,219.7143856951,8784,17.5685730351,8.9342435456,11.1879288704,11.7518212492,219.7143856951
MI_B645,45.40922910,9.27877798,196.8132838945,8784,18.0170570569,9.1394407790,11.3488483290,11.6470940048,196.8132838945
MI_B646,45.40921433,9.28478413,185.3507828933,8784,14.1813611193,7.0879999074,8.7662382444,9.2710410432,185.3507828933
MI_B647,45.40919918,9.29079027,113.6723077842,8784,6.9577609956,3.2105231488,3.9833717880,4.2009895632,113.6723077842
MI_B648,45.40918372,9.29679640,104.1561476920,8784,6.4371925750,2.9696280924,3.8405317103,4.0016507907,104.1561476920
MI_B649,45.40916797,9.30280254,112.8297780883,8784,6.9639417027,3.2187357550,3.8483328686,4.0687557958,112.8297780883
MI_B650,45.40915186,9.30880865,73.5578145711,8784,4.9542209223,2.3337063436,2.7351881799,2.9416564518,73.5578145711
MI_B651,45.41379899,9.01450555,10.7864376972,8784,0.6009586591,0.2905311725,0.4149002252,0.4506462970,10.7864376972
MI_B652,45.41379814,9.02051226,55.1582750925,8784,2.9162258382,1.5990566901,1.8668925734,1.9262571125,55.1582750925
MI_B653,45.41379680,9.02651894,64.7938608432,8784,3.4853117079,1.9144797542,2.2218664928,2.2952189360,64.7938608432
MI_B654,45.41379533,9.03252566,62.6677035363,8784,3.5838627112,2.4948045297,2.3813208434,2.4763454092,62.6677035363
MI_B655,45.41379341,9.03853235,53.5444444413,8784,3.5210325573,3.0159848555,2.4141670357,2.5422886961,53.5444444413
MI_B656,45.41379124,9.04453905,48.0570685957,8784,3.4074816325,3.0085590525,2.3980664711,2.5031664295,48.0570685957
MI_B657,45.41378873,9.05054575,57.5685548919,8784,3.9336163964,2.8345887736,2.7075999287,2.9304582720,57.5685548919
MI_B658,45.41378593,9.05655245,77.2262548090,8784,5.1443542866,3.4795314364,3.7107986871,3.9456264344,77.2262548090
MI_B659,45.41378276,9.06255914,85.1727777214,8784,5.3656262475,3.2384939464,4.0368183618,4.1790956365,85.1727777214
MI_B660,45.41377932,9.06856584,72.9975485018,8784,4.8578422948,2.6182111657,3.6739144179,3.5788529264,72.9975485018
MI_B661,45.41377558,9.07457254,72.8954272815,8784,4.8494003403,2.6111848925,3.6701765197,3.5745583439,72.8954272815
MI_B662,45.41377148,9.08057923,48.3111673280,8784,3.8947486954,1.9099047032,3.3069885880,3.5540080669,48.3111673280
MI_B663,45.41376712,9.08658593,59.2153612616,8784,4.8774389475,2.2763361834,3.9387021917,4.4401467500,59.2153612616
MI_B664,45.41376240,9.09259262,64.8555304819,8784,4.7772926892,2.4343022176,3.3766777084,3.7836047476,64.8555304819
MI_B665,45.41375735,9.09859931,157.3880273075,8784,9.8603797986,5.5476541871,5.8331160780,6.0386588637,157.3880273075
MI_B666,45.41375203,9.10460600,300.0399903365,8784,17.6343970268,10.3368769550,10.9215409960,11.2239558031,300.0399903365
MI_B667,45.41374631,9.11061267,231.9320103644,8784,13.7867842005,8.0342478789,9.4289468818,9.2896994859,231.9320103644
MI_B668,45.41374040,9.11661937,168.2890978665,8784,9.2201553085,3.8900493770,7.5356847196,7.9266470426,168.2890978665
MI_B669,45.41373410,9.12262605,244.8000261873,8784,10.7806043508,5.2369473233,8.0630403604,8.3041243832,244.8000261873
MI_B670,45.41372748,9.12863273,184.2198317861,8784,8.2051171842,5.2096815180,5.7324088920,5.9180205246,184.2198317861
MI_B671,45.41372059,9.13463942,119.0657024600,8784,5.3634055256,3.6875843160,3.6485348989,3.9846588817,119.0657024600
MI_B672,45.41371332,9.14064609,105.1457616252,8784,3.6257785467,1.9703434166,2.6756216892,3.7734111397,105.1457616252
MI_B673,45.41370576,9.14665276,125.2006457051,8784,4.5190437720,2.3963297040,3.4344452068,4.6683548159,125.2006457051
MI_B674,45.41369789,9.15265943,72.1499732185,8784,2.5709371103,1.3403645428,2.1094538923,3.1259723159,72.1499732185
MI_B675,45.41368973,9.15866610,68.3497881514,8784,2.5929319483,1.3555708595,2.0490138369,3.0044751191,68.3497881514
MI_B676,45.41368117,9.16467276,123.0227495496,8742,7.0114141680,3.6048396994,4.7200818231,5.7252737506,123.0227495496
MI_B677,45.41367240,9.17067943,264.3954148774,8784,20.5506498029,9.4959955713,14.2276926866,15.2097906181,264.3954148774
MI_B678,45.41366328,9.17668609,269.1116098371,8784,19.9758331120,10.6419490501,13.5291414837,13.8668211418,269.1116098371
MI_B679,45.41365380,9.18269275,172.0559253016,8784,13.3134940635,8.8817353483,8.8924840431,8.5196770276,172.0559253016
MI_B680,45.41364406,9.18869941,47.1603446747,8784,4.5878503858,3.1709382478,3.1225988140,3.0967876295,47.1603446747
MI_B681,45.41363397,9.19470606,56.4230840413,8784,5.0187518491,3.1550726003,3.2254206888,3.3684820028,56.4230840413
MI_B682,45.41362357,9.20071270,144.1965826751,8784,9.3958898135,5.2686798919,6.3114796648,6.4439261489,144.1965826751
MI_B683,45.41361285,9.20671935,144.9666509785,8784,9.3384180327,5.1630980988,6.2823517155,6.4055731620,144.9666509785
MI_B684,45.41360185,9.21272600,138.1571031972,8784,8.7840636371,4.8148185838,5.8959284746,6.0133659745,138.1571031972
MI_B685,45.41359047,9.21873263,60.8488673523,8784,3.8276917544,2.3850886803,2.4175043375,2.5504731950,60.8488673523
MI_B686,45.41357884,9.22473927,39.8481346953,8784,2.0324260879,1.0647107477,1.2475076062,1.3475222409,39.8481346953
MI_B687,45.41356682,9.23074589,44.6114614508,8784,2.7341944270,1.4637323445,1.6679453112,1.9176009640,44.6114614508
MI_B688,45.41355455,9.23675252,56.3138836680,8784,2.7225869734,1.5038163660,1.6510217074,1.9404381948,56.3138836680
MI_B689,45.41354193,9.24275914,69.9696274394,8784,3.9962859990,2.1232953215,2.4950694145,2.8224845062,69.9696274394
MI_B690,45.41352901,9.24876576,90.3719494914,8784,8.5548333829,3.9053786575,6.0689104702,6.2557457455,90.3719494914
MI_B691,45.41351580,9.25477238,168.2099791320,8784,12.1669071933,5.2670703817,8.1726327136,8.3206651322,168.2099791320
MI_B692,45.41350222,9.26077899,228.9463536294,8784,15.5209090842,6.6603485027,10.0005594623,10.5157406793,228.9463536294
MI_B693,45.41348839,9.26678560,264.6060838106,8784,21.6473165686,10.5250173088,13.5022094956,14.6046415780,264.6060838106
MI_B694,45.41347417,9.27279220,247.4556680801,8784,20.6557351625,10.1472169764,13.0512578137,13.6161365194,247.4556680801
MI_B695,45.41345965,9.27879879,195.6110872629,8784,18.1281317327,8.9813046929,11.4614288181,11.7267396134,195.6110872629
MI_B696,45.41344486,9.28480539,142.4776494424,8784,11.0166762591,5.1407015628,6.9302347783,7.3581640230,142.4776494424
MI_B697,45.41342967,9.29081197,129.4712898680,8784,7.7683457586,3.4109738866,4.7132316384,5.1495707151,129.4712898680
MI_B698,45.41341425,9.29681856,105.8051105006,8784,6.6546740877,3.0004832215,3.8633074529,4.2475632806,105.8051105006
MI_B699,45.41339853,9.30282515,136.2466853989,8784,8.2287164690,3.9068863037,4.5328756838,4.8420968919,136.2466853989
MI_B700,45.41338241,9.30883171,135.4392213999,8784,8.0746272516,3.8791872969,4.5377569395,4.9967541008,135.4392213999
MI_B701,45.41802961,9.01450663,7.8560775400,8784,0.5370825104,0.2732118005,0.3572626069,0.3985435248,7.8560775400
MI_B702,45.41802868,9.02051378,37.0913071476,8784,2.0601818081,1.1040050029,1.3367427795,1.4237471466,37.0913071476
MI_B703,45.41802740,9.02652093,62.4279215588,8784,3.6710919566,2.3090588816,2.4804252319,2.5943019484,62.4279215588
MI_B704,45.41802587,9.03252808,53.3569987162,8784,3.4319790656,2.9475455604,2.4072443407,2.5198728628,53.3569987162
MI_B705,45.41802402,9.03853523,46.2610188808,8784,3.2891516145,2.7310224573,2.3755319992,2.4451352121,46.2610188808
MI_B706,45.41802185,9.04454238,56.4190101371,8784,4.0426993872,2.5060848578,2.7756135190,2.9868876657,56.4190101371
MI_B707,45.41801933,9.05054953,82.1811967130,8784,5.6861797837,3.2284785051,3.7930736643,4.2461721829,82.1811967130
MI_B708,45.41801650,9.05655667,115.9056564821,8784,6.9966770218,3.5736534829,5.0288513327,5.6128175435,115.9056564821
MI_B709,45.41801338,9.06256382,130.2550434763,8784,7.0433557087,3.2398675262,5.3475746310,5.9487485755,130.2550434763
MI_B710,45.41800994,9.06857097,124.4687489663,8784,7.7270546870,4.0584353270,5.8759245782,5.9274289128,124.4687489663
MI_B711,45.41800620,9.07457812,88.5512505890,8784,5.9026051396,3.2231021794,4.5076232317,4.5962722939,88.5512505890
MI_B712,45.41800209,9.08058525,70.1938158972,8784,5.7624124342,3.0420613092,4.6035048672,4.9770511875,70.1938158972
MI_B713,45.41799770,9.08659240,53.9382683074,8784,4.5657401083,2.2083168740,3.7037041185,4.1001891344,53.9382683074
MI_B714,45.41799296,9.09259953,116.9771826771,8784,7.0939706209,3.9121847414,4.4605130234,4.8477659153,116.9771826771
MI_B715,45.41798796,9.09860667,156.9027873400,8784,10.3522451527,6.3103116450,6.1305701811,6.2954663082,156.9027873400
MI_B716,45.41798261,9.10461381,205.3479193383,8784,14.6696402236,8.9027771545,9.4644076213,9.3521776332,205.3479193383
MI_B717,45.41797695,9.11062094,303.5970682793,8784,17.9834207516,10.3492509189,13.2590112642,13.3429175411,303.5970682793
MI_B718,45.41797096,9.11662807,316.3636799528,8784,19.2756594911,9.9070336853,15.4352291167,16.3181495641,316.3636799528
MI_B719,45.41796467,9.12263521,219.1755007105,8784,12.0158275812,5.2919417040,8.3432667187,9.0636914407,219.1755007105
MI_B720,45.41795810,9.12864234,80.7078208418,8784,4.2523205305,3.0698140510,2.6678154836,2.7743614255,80.7078208418
MI_B721,45.41795111,9.13464946,80.5925543189,8784,4.2082089033,3.0675968180,2.6587010434,2.7761374481,80.5925543189
MI_B722,45.41794393,9.14065659,68.5982061415,8784,2.8836271291,1.9832060846,1.9361432938,2.6993962570,68.5982061415
MI_B723,45.41793636,9.14666371,66.6128304684,8784,2.7073978590,1.3797948492,1.6821513432,2.8404749523,66.6128304684
MI_B724,45.41792849,9.15267083,60.4223742024,8784,2.5393385166,1.2852582424,1.5146008026,2.4411989788,60.4223742024
MI_B725,45.41792031,9.15867795,93.0210848831,8784,3.4343859525,1.8914789600,2.1663904864,3.2006421423,93.0210848831
MI_B726,45.41791176,9.16468506,155.2512845954,8784,12.5640144385,6.8674772605,8.6855420850,8.8505976356,155.2512845954
MI_B727,45.41790301,9.17069218,164.6834767160,8784,14.8619710388,8.1009816885,10.3442518380,10.2539371754,164.6834767160
MI_B728,45.41789385,9.17669929,187.0709587173,8784,16.5683742290,9.5144414644,10.8904228458,10.9127461647,187.0709587173
MI_B729,45.41788439,9.18270639,206.6504101787,8784,17.7934435403,10.7662224717,11.0116613166,11.1387907446,206.6504101787
MI_B730,45.41787461,9.18871349,65.8209965677,8784,7.8129781354,5.7364354106,3.0897601696,3.2221268508,65.8209965677
MI_B731,45.41786456,9.19472060,68.9889868463,8784,5.9743186631,3.4850246707,3.7911559531,3.9225111307,68.9889868463
MI_B732,45.41785412,9.20072769,101.4612676946,8784,7.7377240425,4.5922890252,5.0138281809,5.1724317268,101.4612676946
MI_B733,45.41784344,9.20673479,120.4896704736,8784,8.4769178087,4.8949968539,5.5919806705,5.7390299310,120.4896704736
MI_B734,45.41783239,9.21274187,125.9560669670,8784,8.6892701673,4.9819574377,5.7580697942,5.9017997900,125.9560669670
MI_B735,45.41782105,9.21874896,95.8252456284,8784,6.7154050156,3.9979016347,4.3699763098,4.6274009621,95.8252456284
MI_B736,45.41780941,9.22475605,81.5757207779,8784,3.6511771933,1.9675526146,2.4973322172,2.9202208737,81.5757207779
MI_B737,45.41779739,9.23076312,77.4596435213,8784,3.5390562213,1.9314304502,2.2991289666,2.6874566429,77.4596435213
MI_B738,45.41778512,9.23677020,69.2450518201,8784,3.4392986379,1.9013785436,2.0337867482,2.3593630635,69.2450518201
MI_B739,45.41777251,9.24277727,75.9153581324,8784,3.8986226275,2.1601185689,2.4043995072,2.7640295598,75.9153581324
MI_B740,45.41775959,9.24878434,105.1546154126,8784,10.0031865616,4.8848881314,6.8030927263,6.9775394003,105.1546154126
MI_B741,45.41774633,9.25479140,256.7575796525,8784,17.7404166564,8.4907361577,11.6957186860,11.2804218874,256.7575796525
MI_B742,45.41773278,9.26079846,273.6972529050,8784,19.1124915031,9.0621931421,12.3840349340,12.2929091865,273.6972529050
MI_B743,45.41771891,9.26680552,266.4324817159,8784,21.3849937634,10.3437823671,13.1878905177,14.2589666555,266.4324817159
MI_B744,45.41770470,9.27281257,241.1262040163,8784,19.0460661162,10.1577819372,11.3320807209,12.0697896529,241.1262040163
MI_B745,45.41769022,9.27881962,184.2083033290,8784,13.9470661131,7.3067920901,8.2291183933,8.6877900318,184.2083033290
MI_B746,45.41767540,9.28482666,125.9417834587,8784,7.6652714229,3.4536855568,4.7685882088,5.3021595278,125.9417834587
MI_B747,45.41766026,9.29083370,145.6324537982,8784,8.5327047110,3.7307574074,5.2705549197,5.8528250664,145.6324537982
MI_B748,45.41764483,9.29684073,161.6465179238,8784,9.4981897129,4.5840632481,5.8960086026,6.4426409231,161.6465179238
MI_B749,45.41762902,9.30284775,194.3878007578,8784,10.8635832715,5.5303917033,6.7911141504,7.3153910238,194.3878007578
MI_B750,45.41761295,9.30885477,166.8231795744,8784,9.6611946629,4.9728861750,6.0227492165,6.5017375979,166.8231795744
MI_B751,45.42226015,9.01450771,8.3189866785,8784,0.4746341548,0.2363863209,0.3232620997,0.3808656703,8.3189866785
MI_B752,45.42225930,9.02051532,8.9781053812,8784,0.5710939333,0.2856737514,0.3791079803,0.4449025049,8.9781053812
MI_B753,45.42225804,9.02652291,29.8786566460,8784,1.8979251146,1.0298376444,1.4066286393,1.4432925007,29.8786566460
MI_B754,45.42225649,9.03253051,42.4109193205,8784,2.9042191872,1.7229827400,2.1810992775,2.2192960982,42.4109193205
MI_B755,45.42225461,9.03853811,39.8483301417,8784,2.7934802544,1.6232158720,2.1134233192,2.1444566735,39.8483301417
MI_B756,45.42225236,9.04454569,39.7900940339,8784,2.8063935305,1.6180955297,2.1087948789,2.1438842223,39.7900940339
MI_B757,45.42224993,9.05055330,49.7807164439,8784,3.4224483139,1.8416255598,2.5568801307,2.6339030484,49.7807164439
MI_B758,45.42224709,9.05656089,129.1362694142,8784,7.6108818272,3.6314626395,6.1116389266,6.3618180970,129.1362694142
MI_B759,45.42224398,9.06256849,347.9063175285,8784,21.6359906000,10.0066496683,15.5932627010,16.8297387928,347.9063175285
MI_B760,45.42224052,9.06857609,260.6401733073,8784,15.1076107022,7.2645429429,10.6948278808,11.3596049650,260.6401733073
MI_B761,45.42223676,9.07458368,241.8556582753,8784,14.5893653615,7.8972021930,10.8214225454,12.0255568216,241.8556582753
MI_B762,45.42223264,9.08059126,94.8213298338,8784,10.7579992251,5.0777432639,8.3918698485,9.1050340762,94.8213298338
MI_B763,45.42222828,9.08659886,45.9561764985,8784,7.6966273352,3.7813960896,5.6541572212,6.0649622577,45.9561764985
MI_B764,45.42222360,9.09260646,105.6991466503,8784,9.2672640140,5.5388426044,5.7879925863,6.0439139606,105.6991466503
MI_B765,45.42221855,9.09861404,146.1851030472,8784,11.7573594681,7.1597648406,7.4022853802,7.6369112053,146.1851030472
MI_B766,45.42221321,9.10462162,183.1469314710,8784,15.3320236172,9.4977508702,10.3387395680,10.4489620537,183.1469314710
MI_B767,45.42220752,9.11062920,261.5626668152,8784,19.7885937549,12.0492038221,14.6539596724,14.9288191195,261.5626668152
MI_B768,45.42220154,9.11663678,365.7188715248,8784,22.4571643165,13.5337331668,15.8857939156,16.2768645335,365.7188715248
MI_B769,45.42219527,9.12264437,289.8342709196,8784,15.8194465220,8.4564067179,9.7714809861,10.1367563790,289.8342709196
MI_B770,45.42218863,9.12865194,178.2996578017,8784,10.0923607384,5.5823287197,6.1095925642,6.2797462174,178.2996578017
MI_B771,45.42218176,9.13465953,68.3295854698,8784,3.6149359011,2.4296177382,2.2629779310,2.8238487360,68.3295854698
MI_B772,45.42217450,9.14066710,32.4948983487,8784,1.1728438959,0.7689905665,0.7692609801,1.7605397255,32.4948983487
MI_B773,45.42216690,9.14667466,55.0985657710,8784,2.2545385021,1.1463166572,1.3528843611,2.2614900511,55.0985657710
MI_B774,45.42215908,9.15268224,60.4304915559,8784,2.5409801737,1.2859903866,1.5133503869,2.4024511645,60.4304915559
MI_B775,45.42215086,9.15868980,103.0844887702,8784,3.9496822613,2.1907656349,2.4980427781,3.4477561138,103.0844887702
MI_B776,45.42214238,9.16469737,151.6806589302,8784,9.6510960385,5.4024176666,6.5524469462,7.0355447720,151.6806589302
MI_B777,45.42213356,9.17070493,210.9691886706,8784,17.2511387372,9.4577237648,11.5850525483,11.6248227954,210.9691886706
MI_B778,45.42212439,9.17671248,201.5225158793,8784,21.4163886401,11.7991897575,12.7806487231,13.6245906446,201.5225158793
MI_B779,45.42211497,9.18272004,199.1953077552,8784,21.2493492795,11.8279890390,12.4113708307,13.3234407796,199.1953077552
MI_B780,45.42210518,9.18872759,66.9721165079,8784,16.6524213506,14.2036737395,3.4240795095,3.8260358775,66.9721165079
MI_B781,45.42209512,9.19473514,56.1511593315,8784,13.3002008679,11.1506019473,3.1809235992,3.4437524434,56.1511593315
MI_B782,45.42208471,9.20074268,107.2338899395,8784,8.2122835522,4.9964723373,5.4039246444,5.7552842623,107.2338899395
MI_B783,45.42207398,9.20675022,106.3021591556,8784,8.1508895601,4.9508960680,5.3525503881,5.6829368846,106.3021591556
MI_B784,45.42206297,9.21275777,109.4942033131,8784,8.3397396217,5.0829278760,5.5050198403,5.8843387316,109.4942033131
MI_B785,45.42205163,9.21876530,100.6389367467,8784,7.4674663994,4.3141345257,4.8217387757,5.4769549354,100.6389367467
MI_B786,45.42203995,9.22477283,83.7061947375,8784,3.9634602957,1.9913064949,2.5905077009,3.0817345248,83.7061947375
MI_B787,45.42202799,9.23078036,83.2975889233,8784,3.8435176452,1.9331562869,2.5224128036,3.0014525304,83.2975889233
MI_B788,45.42201567,9.23678788,81.8388881102,8784,3.8786227438,1.9005330409,2.4642474315,2.9498242212,81.8388881102
MI_B789,45.42200309,9.24279541,91.5759721456,8784,5.6896687362,2.5403381244,3.3952472245,4.0539164676,91.5759721456
MI_B790,45.42199010,9.24880291,97.7266495608,8784,8.7015789812,3.4018100172,5.9264049335,6.7113522037,97.7266495608
